"Name","Team","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","playerid"
"Craig Kimbrel","LAD","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6655"
"Alex Colome","COL","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6661"
"Johnny Cueto","CHW","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6893"
"Chase Anderson","CIN","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6895"
"Martin Perez","TEX","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6902"
"Luis Garcia","SDP","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6984"
"Ian Kennedy","ARI","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","6986"
"Ryan Pressly","HOU","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7005"
"Fernando Cruz","CIN","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7048"
"Daniel Bard","COL","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7115"
"Daniel Hudson","LAD","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7146"
"Greg Holland","TEX","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7196"
"Craig Stammen","SDP","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7274"
"Jay Jackson","ATL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7432"
"Collin McHugh","ATL","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7531"
"Jake McGee","- - -","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7550"
"Jordan Lyles","BAL","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7593"
"Tommy Milone","SEA","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7608"
"Wily Peralta","DET","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7738"
"Richard Bleier","MIA","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7803"
"Hunter Strickland","CIN","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7836"
"Anthony Bass","- - -","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","7982"
"Will Smith","- - -","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8048"
"Bryan Shaw","CLE","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8110"
"David Robertson","- - -","58","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","8241"
"Paolo Espino","WSN","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8246"
"Lucas Luetge","NYY","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8337"
"Justin Verlander","HOU","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8700"
"Wade Miley","CHC","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","8779"
"Cesar Valdez","LAA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9013"
"Kirby Yates","ATL","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9073"
"Brad Hand","PHI","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9111"
"Nathan Eovaldi","BOS","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9132"
"Patrick Corbin","WSN","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9323"
"Dallas Keuchel","- - -","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9434"
"Brian Moran","LAA","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9646"
"Joe Kelly","CHW","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9761"
"Garrett Richards","TEX","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9784"
"Miles Mikolas","STL","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9803"
"Sergio Romo","- - -","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","9817"
"Mike Minor","CIN","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10021"
"Tyler Matzek","ATL","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10058"
"Brooks Raley","TBR","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10061"
"Caleb Thielbar","MIN","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10078"
"Kyle Gibson","PHI","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10123"
"Stephen Strasburg","WSN","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10131"
"Brad Boxberger","MIL","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10133"
"Ryan Weber","NYY","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10160"
"Shelby Miller","SFG","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10197"
"Aroldis Chapman","NYY","43","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10233"
"Ryan Tepera","LAA","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10291"
"Zack Wheeler","PHI","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10310"
"Erasmo Ramirez","WSN","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10314"
"Juan Minaya","MIN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10341"
"Aaron Loup","LAA","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10343"
"Robbie Erlin","LAD","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10354"
"Mychal Givens","- - -","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10430"
"Scott Alexander","SFG","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10591"
"Chris Sale","BOS","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10603"
"Andrew Bellatti","PHI","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10657"
"Tyler Thornburg","- - -","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10688"
"Drew Hutchison","DET","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10732"
"Shane Greene","- - -","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10756"
"Adam Kolarek","OAK","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10843"
"Chasen Shreve","NYM","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10855"
"Jacob deGrom","NYM","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","10954"
"Casey Lawrence","TOR","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11121"
"Merrill Kelly","ARI","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11156"
"Vince Velasquez","CHW","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11189"
"Tommy Kahnle","LAD","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11384"
"Jose Quintana","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11423"
"Tony Wolters","LAD","2","4","4","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0",".000","11470"
"Robbie Ray","SEA","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11486"
"Joely Rodriguez","NYM","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11487"
"Aaron Sanchez","- - -","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11490"
"Jose Urena","- - -","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11589"
"Heath Hembree","- - -","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11632"
"Jameson Taillon","NYY","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11674"
"Justin Grimm","OAK","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11720"
"Drew Smyly","CHC","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11760"
"Noah Syndergaard","- - -","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11762"
"Hansel Robles","BOS","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11801"
"Hector Neris","HOU","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11804"
"Taijuan Walker","NYM","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11836"
"Chris Martin","- - -","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11847"
"Jason Adam","TBR","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11861"
"Michael Feliz","BOS","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","11903"
"Travis Shaw","BOS","7","19","19","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0",".000","11982"
"Kyle Hendricks","CHC","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12049"
"Yimi Garcia","TOR","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12095"
"Parker Markel","OAK","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12106"
"Domingo Tapia","OAK","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12178"
"Aaron Brooks","STL","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12272"
"Cory Spangenberg","STL","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12294"
"Chris Bassitt","NYM","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12304"
"Jacob Barnes","- - -","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12323"
"Spencer Patton","TEX","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12361"
"Seth Lugo","NYM","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12447"
"Blake Treinen","LAD","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12572"
"Jerad Eickhoff","PIT","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12664"
"Roenis Elias","SEA","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12673"
"Adrian Houser","MIL","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12718"
"Nick Martinez","SDP","47","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12730"
"Rafael Montero","HOU","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12760"
"Chris Devenski","- - -","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12763"
"Sonny Gray","MIN","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12768"
"John Brebbia","SFG","76","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12777"
"Michael Kelly","PHI","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12791"
"Noe Ramirez","ARI","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12800"
"Matt Wisler","TBR","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12804"
"Mike Clevinger","SDP","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12808"
"Andrew Kittredge","TBR","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12828"
"Shawn Armstrong","- - -","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12857"
"Matt Barnes","BOS","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12863"
"Tyler Anderson","LAD","31","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","12880"
"Alex Claudio","NYM","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12890"
"Ken Giles","SEA","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12910"
"Dylan Bundy","MIN","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12917"
"Archie Bradley","LAA","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12918"
"Joe Musgrove","SDP","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12970"
"Andrew Chafin","DET","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","12988"
"Anthony DeSclafani","SFG","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13050"
"Yu Darvish","SDP","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13074"
"Gerrit Cole","NYY","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13125"
"Derek Law","- - -","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13133"
"Eduardo Rodriguez","DET","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13164"
"Kyle Crick","CHW","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13182"
"Zach Davies","ARI","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13183"
"Jordan Weems","WSN","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13190"
"Michael Fulmer","- - -","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13218"
"Louis Head","- - -","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13259"
"Ross Stripling","TOR","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13273"
"Danny Coulombe","MIN","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13293"
"Deven Marrero","NYM","5","6","6","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0",".000","13325"
"Adrian Sampson","CHC","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13339"
"Luis Cessa","CIN","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13345"
"Hoby Milner","MIL","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13346"
"Steven Matz","STL","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13361"
"Dylan Floro","MIA","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13394"
"Sam Selman","OAK","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13397"
"R.J. Alvarez","NYM","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13401"
"Matt Koch","SEA","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13420"
"Drew VerHagen","STL","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13424"
"Marcus Stroman","CHC","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13431"
"Pierce Johnson","SDP","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13435"
"Taylor Rogers","- - -","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13449"
"Lucas Sims","CIN","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13470"
"Christian Lopes","OAK","4","9","10","0","0","0","0","0","0","0","1","0","5","0","0","0","0","0","0",".000","13472"
"Daniel Norris","- - -","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13475"
"Connor Sadzeck","MIL","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13483"
"Blake Snell","SDP","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13543"
"Steven Okert","MIA","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13580"
"Robert Stephenson","- - -","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13594"
"Carl Edwards Jr.","WSN","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13607"
"Jakob Junis","SFG","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13619"
"Clay Holmes","NYY","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13649"
"Tayler Scott","SDP","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13652"
"Jharel Cotton","- - -","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13654"
"Robert Gsellman","CHC","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13696"
"Joey Krehbiel","BAL","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13707"
"Kyle Barraclough","LAA","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13713"
"Max Fried","ATL","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13743"
"Tyler Duffey","MIN","40","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13758"
"Chris Stratton","- - -","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13761"
"Dominic Leone","SFG","55","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13763"
"JT Chargois","TBR","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13767"
"Zach Eflin","PHI","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13774"
"Alex Wood","SFG","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13781"
"Matt Strahm","BOS","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13799"
"Austin Adams","SDP","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13801"
"Alec Mills","CHC","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13834"
"Paul Sewald","SEA","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13892"
"Chris Flexen","SEA","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13896"
"Brent Suter","MIL","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","13942"
"Michael Wacha","BOS","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14078"
"Kevin Gausman","TOR","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14107"
"Lance McCullers Jr.","HOU","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14120"
"Chris Mazza","TBR","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14151"
"Jose Berrios","TOR","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14168"
"Josh Hader","- - -","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14212"
"Luke Bard","- - -","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14288"
"Wandy Peralta","NYY","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14295"
"Frankie Montas","- - -","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14309"
"Wilmer Difo","ARI","3","6","6","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0",".000","14320"
"Joel Payamps","- - -","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14332"
"Ty Blach","COL","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14361"
"Tyler Glasnow","TBR","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14374"
"Amir Garrett","KCR","60","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14375"
"Ronald Guzman","NYY","3","6","6","0","0","0","0","0","0","0","0","0","5","0","0","0","1","0","0",".000","14388"
"Yunior Marte","SFG","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14416"
"Jackson Stephens","ATL","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14420"
"Hyun-Jin Ryu","TOR","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14444"
"J.B. Wendelken","ARI","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14506"
"Dereck Rodriguez","MIN","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14509"
"Jose Leclerc","TEX","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14524"
"Jorge Lopez","- - -","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14527"
"Carlos Estevez","COL","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14542"
"Jose Ruiz","CHW","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14552"
"Rowan Wick","CHC","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14646"
"Chi Chi Gonzalez","- - -","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14663"
"Jandel Gustave","MIL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14665"
"Duane Underwood Jr.","PIT","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14677"
"Andres Machado","WSN","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14681"
"Luis Perdomo","MIL","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14682"
"Anthony Banda","- - -","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14706"
"Edwin Diaz","NYM","61","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14710"
"Paul Blackburn","OAK","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14739"
"Julio Urias","LAD","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14765"
"Emilio Pagan","MIN","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14771"
"Buck Farmer","CIN","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14814"
"Mark Appel","PHI","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14823"
"Michael Lorenzen","LAA","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14843"
"Matt Dermody","CHC","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14844"
"Joe Mantiply","ARI","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14857"
"Sam Moll","OAK","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14874"
"Caleb Smith","ARI","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14875"
"Jon Gray","TEX","24","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14916"
"Reyes Moronta","- - -","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14966"
"Chad Kuhl","COL","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14975"
"Giovanny Gallegos","STL","57","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14986"
"Scott Barlow","KCR","69","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","14993"
"Kyle Finnegan","WSN","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15009"
"Corey Knebel","PHI","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15010"
"Chase De Jong","PIT","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15036"
"German Marquez","COL","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15038"
"Tim Mayza","TOR","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15042"
"Lou Trivino","- - -","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15043"
"Trevor Gott","MIL","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15046"
"Austin Voth","- - -","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15047"
"Silvino Bracho","ATL","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15051"
"Yency Almonte","LAD","33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15068"
"Rob Zastryzny","- - -","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15094"
"Luke Farrell","- - -","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15101"
"Collin Wiles","OAK","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15106"
"Tyler Danish","BOS","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15126"
"Ashton Goudeau","COL","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15139"
"Justin Topa","MIL","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15145"
"Jimmy Yacabonis","- - -","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".000","15157"
